author,comment
MOR187,"I got head eyes from a Makarov scav near old Station yesterday.. started yelling from like 50 m away, , couldn't see him.. one shot.. damn this game"
dahennakin,"I uninstalled some months back after over 1000 hours.. the sound and the cheaters made me quit. I offered Battlestate Games help as I was a professional sound designer and programmer for the gaming industry (sacred and others, 10+ titles) - they never replied. I offered the first day for free!! I lost any hope that this will be fixed. These guys suck!"
jloll1,I cannot wait for this game to die
Paundeu,"The game is a flaming pile of shit.  I swear they troll their customers every wipe just to see how many autists continue playing and worst of all, make excuses."
DickeTitten69,"I’m surprised he even streams this game. It seems like it is way out his skill and attention span range.

Edit: lol @ the sub that botted this comment"
Tht_GuyUNo,Personal favorite is last year when a scav yelled at him and his response was “the man called me a hamburger”. I couldn’t stop laughing
willybum84,Give me back my son!
Mindless-Sentence809,That’s what shit ammo looks like
viclamota,"This game gonna die, i'm glad i played it enough."
alucard9114,I was thinking of reinstalling this shit game then Doc made me remember!
Luc1fer1,"""Very realistic combat sim"""
xObiJuanKenobix,"Shots 1-5: Clearly missed.  
Shots 6-9: Missed due to recoil (bad spray control).  
Shots 10-11: Very close, but recoil and inaccuracy make these reasonable misses.  
Shot 12: Likely didn't actually fire because Dr. Disrespect was already dead."
flatspotting,"I hate Dr D and I hate the AI in this game.  Doesnt react to getting shot 5-6 times then just turns around awkwardly, it's so fucking janky."
Scattered699,Looks like a skill issue
KaNesDeath,Everything about this game from a FPS gameplay standpoint doesnt work well.
ITriedLightningTendr,"I dunno about damage, but that seemed like a really sloppy and shitty play"
SilentReavus,Complaining is just kind of his thing no matter what game.
ShitbirdMcDickbird,This dude's whole thing is intentionally creating moments like this so he can bitch about whatever game he's playing.
Yakasha,"I remember this guy. Didn't he used to be famous or something?
Also, I've missed less shots at a dartboard a mile away"
BeThePrawn,I am going to be honest with y'all. This game looks like textbook great concept shit execution. It will never leave beta. Shame.
CaladinDanse,Reminder guys it's just a beta! Years later
Jayowski,"Quite the contrary, he isn't even one of us."
unbelievablymoist,Skill issue
sloshy3,"Drinking game: one shot every time you read a comment that says 'uhh no, I don't cheat on my wife! 🤣'"
JerseyMikeTV,This is one of the reasons I stopped playing Tarkov. Feel like there is a massive amount of desync. It takes me a full clip to kill anything. But I’m head/eyes’d with the first bullet out the barrel. Every. Time.
DayZ_Bushman,deinstall that BS of a shitgame....its the biggest cheater sandbox EVER seen in 20 years
Chief_Amiesh,"This game is a joke, and BSG doesn’t even care what reddit has to say, they’ve covered their ears to us.
How many of us in here enjoyed the game, showed it to a friend, just to have that friend buy the game and experience shooting an entire mag at someone just to end up getting killed in the end and quitting the game because it’s bullshit. Me? I’ve had about 8 friends quit this game because of a plethora of reasons but this is definitely a big one. Tell me in what universe you get shot at (even if wearing armor) and you just run away like it’s airsoft? In the Tarkov universe. It’s bad game design, terrible respect for skill, and just egregious to lose because of something like this. And this is just one problem, there’s pages on pages of problems that make this game a jarringly-shit gaming experience, which is unfortunate because a lot of us want this game to be good.
Fuck BSG, I’m done playing until next wipe, even then it’s still going to be a total joke doing all the quests again, for the 9th time."
osa_ka,fuck that cheating piece of shit
gigamewtwo,Who watches dr dipshit?
The-Grift3r,"No he isn't, I don't cheat on my wife."
dizzy_nixx,This dude has always sucked. Go take some more adderal and ignore your family.
I3epis,"Dr Disrespect isn't me, I wouldn't cheat on my wife."
SenatorCrabHat,Watched in live! Got Tarkoved so hard.
unL_r3m_,This game turning to shit
AverageMetalConsumer,Honestly not a good look for the game.
SquadGotWiped,Imagine thinking this isn't a skill issue.
Fhbob1988,This shit is why I stopped playing
HalfaRavioli,This hasn’t happened to me the entire wipe.
theteaharvester,Go get'em doc
DrSeuss19,That game is such a pile of shit and every freaken streamer is playing it. It’s so confusing.
Redditisannoying69,Idc what any of you say the addition of a million ammo and armor types have ruined this stupid fucking game.
AnimeTiddiee,"Haven’t played since wipe day because of this type of thing, I just don’t get how a company can consistently make the same problems come back time and time again, and instead of fixing anything they like bandaid it like they did with the rubber banding :T I love the fucking game but I DESPISE the development and the decisions they make like trying to “balance” a sandbox game. Why?"
Key_Transition_6820,"Its a fucking guard, you cant just leg them like that and expect to get away with it."
higgscribe,Hahhahaha there's a reason I stopped playing this garbage game
Bigdyll13,Dude is a trash ape.
Kaieron,"BSG make a big mistake over the last years, and give this kid a Streamer item, a waste of time and place"
exsciled,You mean hes the 2 time back to back Cheater ?
teddytwelvetoes,lol get this grifter weirdo outta here
Repulsive_Voice823,"He missed quite a bit and just barely got aimpunched out of the headshot, sometimes you get unlucky like that."
TChambers1011,This game simply is not for his play style
FireHawke32,"Still surprises how often we see videos of people shooting scavs that appear to be invincible, and they just stand there shooting at them until the scav shoots back and kills them. Like, what did you expect to happen? After two or three headshots don’t kill them, dip the fuck out of there lmao. Edit: whoever is downvoting this is the type of person who defends dim ads behavior."
DeadlyLemming,"Hey now, I don't cheat on my wife"
DivineLolis,Nah i dont cheat on my wife
DictatorInPerpetuity,I can't believe people still play this trash
Woahboah,Eh I've seen worse
Posi_Vibes,skill issue
AccountantOk7335,Skill issue
