author,comment
PlagueDoc22,"The point is not that it's a mobile game port.

It's the fact that you can port a game to steam while doing nothing to clean up the UI for PC.

Game name : Summoners war chronicles"
zvado1,looks like runescape for weebs
MrFluffyhead80,Or you could just play a different game?
WatcherYdnew,Final Fantasy XIV has entered the chat
Cosmicking04,*insert every Roblox game ever*
RegaMasta12,i actually dont mind it
peanutbutternjams,UI/UX Designer here. UI's like this are lazy and don't consider the user at all. I don't know how any self-respecting design team puts out a product like this.
FallenShadeslayer,"And this is why I don’t play MMOs. I will NEVER understand why they do that. I tried to play Black Desert Online for a Microsoft rewards quest and holy shit I couldn’t even make it 10 minutes. They spend all that time making the huge world and then I can’t see fucking any of it because 70% of the screen is the UI. 


Game developers, it’s unnecessary. There’s no fucking reason for it and stop."
cannikins,Mobile gamer moment
Shoolooter,Is that genshin?
Faddy0wl,But how else will you spend stupid amounts of money if you can't see every option available to you that takes you to microtransactions??
iJimmyD,Bros really said “let’s roblox it”
lamehe999,Looks like that ready player one scene where they want to have like 94% ads on screen
Unused_306_unknow,Game?
Adept-Percentage2331,I played cod mobile with controller. made every icon small and at corners and less opacity
KoolioNoFoolio,"is's a mobile game, we dont have special keybinds or anything"
Noa15Lv,"Technically, if you play mobile games with controller, this much stuff on screen shouldn't exist  in first place... 

My fat fingers would press everything.."
Zeptari,"One less thing I’ll have to worry about, I’ll never play a game that looks like this ever."
Real_Ron1n,I feel like I'm gonna have a seizure just looking at it.
Shack691,It's a mobile game port where they forgot to remove the buttons for basic actions
WutWhoSaidDat,That gives me a headache just looking at it.
Nickmorgan19457,This is a hallmark of MMORPGs
dubshooter,Playing a mobile app on a pc emulator will do that to ya
Led_Halen,"Bleach Brave Souls taught me I shouldn't play gacha games.

I mean, my problem gambling should have taught me that before, but whatever, dad."
045675327,reminds me of wow raids in 2006.
Tokes_ACK,"It's a PC port of a mobile game. I doubt you would experience this level of clutter anywhere else.

I have never seen keybindings displayed on screen like that outside of mobile games."
Mottis86,My solution is not to play games with UI's this cluttered. Seems to be working pretty well so far.
Rammus2201,Bad UXUI design
MuglokDecrepitus,Trash mobile games should be ilegal
Advanced_Fee_8722,I honestly thought this was a desktop
Fawzee_da_first,this looks like a parody image
Thin-Zookeepergame46,Well. It looks like a kids game - So im not surprised.
getyourcheftogether,Unplayable
ElsaSaidLetItGo,This makes me want to throw up
Lieutenant_0bvious,filthy casual
Moola868,MMO players see nothing wrong with this picture.
julianx2rl,Now DAT is a scary sight!
Cat_reaper44,Bro are you on mobile
Cersia,maybe try playing on a big screen
camerasoncops,Uninstall and never look back
i1u5,"Bro this is nothing compared to fucking BDO, I uninstalled it the same day cause I didn't know what I was supposed to do."
thickboy69429,Every mobile game ever:
Cheap-Ad-9663,"thought it was genshin, had to do a double take or two"
aikavari,"You should see the UI I used to use when I healed for a WoW guild. I dont even see the fight, I only saw portraits with varying levels of redness LOL."
khrizp,This is fine. 🫠
_bosscrystal,Repulsive UI
needhelp11235,"Looks like they took hints from Ready Player One

We can cover 80% of their vision with ads before they have seizures!"
Ormusn2o,"I'm always a dog for those games where you can mine stuff and smelt stuff, and get gems and craft stuff, and i feel like a lot of those gacha games have one of the best progressions with them, but they always fuck up the balancing around speedups with paid currency. I'm always unwilling to pay for ingame currency so watching those always makes me feel like a salivating dog seeing a snack though a window unable to eat it."
downonthesecond,I played Black Desert for a few minutes and this reminds me of it.
Miryafa,Just your everyday mobile game
Jumpman-x,One of the few times I'm happy OP left the game out of the title. Fuck whatever this is.
ParkBarrington360,what the hell is this game
sxrrycard,Looks like a messy desktop lmao
Taynt42,Compared to how I played old school wow this is sparse
NotCurdledymyy,Drop down menus people
ganjsta,Is this Fortnite?
RedHoodedDuke,(Avalanche Salamander)
Thato_Roslyn,Hey can I have the name of this game
ADHDavidThoreau,"If that’s a combat area, then the HUD should be displaying about 10% of that. If that’s like a menu/lobby/neutral area, then 50% of that should still be gone."
Lunafreya_NoxF,"Shitty mobile game, shitty UI."
LightKnightTian,"I assume it's a mobile game ported to PC, no surprise it's totally cluttered with icons"
Bread_Responsible,First time I played an mmo I didn’t have any idea about UI placement. I thought it was just the way it was. I sent someone in a guild I was playing with a picture of my screen once for something I can’t remember and he bugged the fuck out on me and walked me through step my step organizing it lol. Was much better after.
TheKinkyGuy,Every mobile mmo in existence
Kahzgul,I'm getting flashbacks to vanilla WoW. I had so many damn mods on that it felt more like playing the mods than the actual game.
mrp1ttens,That is ridiculous
oRedDeadDano,Why is nobody telling us what game this is?
dracoryn,"The cockpit of a 737 is complex. We've decided to overlay it onto the windshield. 

Good luck, pilot."
MochiSauce101,Exit game: erase.
Ertyio689,Bruh I thought I was looking at one of those pages where you have 20 ads on top of a video and every single one uses other way to be closed
Zithra,Warzone be like
rubbarz,Screams eastern mobile MMO
ArmpitofD00m,Looks like co-workers desktops
Amazing_Win6439,And the correlations.. any game with “first purchase” icon
Jack19820,T fuck? Which button moves ? Bruh
MajinSaaY,"PC games with mobile UI should be illegal

edit: including ports"
APlannedBadIdea,Yep. I avoid MMORPGs that have too much visual noise.
TheCarrzilico,Press F7 for a subscription to Dark Horse comics.
MadamVonCuntpuncher,"This image gave me a stroke, Half Life on Android has a less cluttered UI and it's in pre alpha"
SirBing96,And yet people are complaining about HL UI
CaramelExpensive7393,Game name?
Stot_Tot,"I thought it was one of those memes, but it's not :(."
Katana_DV20,That looks horrible. Reminds me of people with super cluttered windows desktops.
EchoStrike11,"Ugh, that looks awful...they've ripped off UI elements from like 6 other games and mashed them all together. 🤮"
cloudyskyyo,what did u expect from a mobile game
rubseb,"""Press ctrl+shift+num lock+♤ to jump while playing bagpipes"""
Lunar_Lunacy_Stuff,What game is this?
slavicman123,Rookie clutter you damn kid. Stop crying
ptapobane,what? you don't have a phone with a bigger screen? s/
xskaade,Legend of neverlands ui is better and more transparent
JAKE-GB,Asia
Dekozolavo,There’s more UI than game here
SininenCinnamon,r/pathofexile
Melody412,Genshin clone?
HoLL0POinT,More UI than game lol
exxR,Try saying that to some wow players
Seiglerfone,"Every time I look at a UI element, I feel like I understand what's going on less."
Riparian72,Is this a Ubisoft game?
Sckala44,Looks like my work desktop
omegapenta,"For how much there is on the screen it's not that bad. 


Feature creep kills the ui eventually"
HachimakiMan3,Nice desktop wallpaper
zdakat,"Some mobile games have a dozen ""notifications"" all bouncing and trying to get your attention to buy stuff."
Zedrackis,"That isn't bad. The UI is super over sized for the screen, but the that level of clutter is fairly mundane."
Vesalii,That's not bad at all. Have you ever played WoW with add-ons? My guess is no.
Ghostronic,"As someone who did progression raiding in WoW as a priest, this is literally nothing"
Bald-Eagle39,Obviously never played WoW during a raid with full addons….
mrzurkonandfriends,Looks like everytime I open a link to read an article or try to use a recipe
kalitarios,Obviously you haven’t player a WoW raid as an healer/offhealer
UnityAeDeSt,"A reason as to why I uninstalled Black Desert. Their entire UI was all notifications, icons of skills, stats, relationships, map, chat, rewards, mission rewards, quests, missions, interactions… ughhhh…

On top of that, a big pop up going ”OMG, this armour is on sale! We won’t disappear until you click us!!”"
SammySenpaiy,spending time on this game should be illegal
Kambeidono,"""We call this Pure O2."""
yokaitheghost,Ever played Dragon Raja? This is quite similar but I think DR has more bullshit.
Spy_man1,Looks li it’s all needed. What’s the problem?
8KoopaLoopa8,Is this originally a mobile game?? I had an easier time first understanding dwarf fortress than this😭😭
Ruvkonichiwa541,this is why I prefer cookie run
thatbratakara,Sadly this is common in mobile games. Idk how anyone plays anything with a UI like that.
Tskear,This is why we vote no to the EoC.
Ebolatastic,It's one of the traits of anime games.  Fighting games and JRPGs are probably the worst offenders.
BronzeHeart92,"Yeah, stuff like this should honestly be illegal in the gaming sphere as a whole. Now on the opposite side of the fence, which game(s) you think shows too little in terms of UI?"
catJAM7,what is he playing ☠️☠️💀💀💀🪦
arlondiluthel,"That's nothing, you can still see what's going on pretty easily. You should see some hardcore WoW setups."
kujasgoldmine,This is screaming PAY TO WIN
C0INbot,"I tried getting into age of empires 2 last night on my xbox, never played an RTS before but always wanted to try and get into them.  Completed the tutorial, felt like the dumbest human on planet earth, uninstalled and watched top gun 2."
casual_brackets,[the future is now](https://youtu.be/KpPE85Jogjw)
ArthrogryposisMan,Not any worse than what WoW used to look like with a bunch of addons
Darknessborn,Try healing in the lich king days...
Loosedrawing,"SS13's UI is better, and that game is known for it's clunky interface that can be compared to a jet cockpit"
BlueWarstar,To be fair it is mobile so EVERYTHING has to be on the screen… although I totally agree it’s WWAAAAAAAAAYY too cluttered.
Emergency_Vast2660,That looks an awful lot like the genshin impact ui...
YaBoiPoi,EVE Online would like to know your location
Abdurrahim1062,Welcome to the mobile gaming have a look around anything that brain of your can think can be found
JaggedGull83898,What is this game?
grimlet,Punish them by not playing their games!
MechaWasTaken,Ubisoft would be proud
AKBx007,"If my ADHD gets overwhelmed, you’ve gone wayyy to far."
Ehdelveiss,Laughs in ElvUI
psymonprime,Not supporting the game by not playing it would work better. No disrespect to this game.
RudegarWithFunnyHat,Game looks like my desktop
The_Rat_GodKing,God it's so bad!
DynamisFate,Spoken like somebody who has never been through the 2000s mmo era
agent_wolfe,This looks like my desktop!
8walkoutside,"First thing I look for in a game is if I can completely turn the UI off, I wanna be as immersed as possible."
x33storm,"That's just how casinos are designed. To keep you engaged, playing and spending.

No idea the game, but i'm 100% sure theres an ingame store where u can buy ""funtime tokens"" for real money, to unlock things."
Sadrien6,You should play other MMOs if you think **that** is bad UI
