author,comment
TheLuiginator,"Oh, wow, those are gorgeous, dude~! 👏👏"
trashtaker,This.  Is.  Art!!  *kick*
RhythmHiro,This must mean treasure where is the painting locations I must retrieve it
Simonp862,Awesome work
Davud54321,UGA BUGA
diggydillons,Bro you look like pablo schreiber
LegendarilyStupid,"God damn man those are tight. Tell me you are selling, you got a website or something???"
DaedalousIlios,"These are absolutely amazing! You capture the eerie beauty that the game does so well with. I would love to see you do one of the Eternal Cities, like the Siofora Deep Well or Nokestella!"
Lizzieworks,Great work boss
kendo31,Scan or high end high res photo for sale please. That angel is 🔥🔥
AncalagonV,Beautiful paintings!
originaalpapa,Holyshit dude those look amazing! I can lnly draw stick figures
Miryafa,That one of Malenia should’ve been in the game. It looks good and it would’ve been some cool foreshadowing
divinegod2120,That's dope
agatathelion,Oh those are pretty cool....*proceeds to literally eat them*
WizardOfCommands,You are great
Xbustajointnflex,Mother of god -removes glasses-
Krative_Lifestyle,Tremendous
AscendedViking7,Fantastic work you did here. :)
jcabia,"Fuck Malenia.

I beat that stupid game but was never able to kill her. Only major boss I missed and I hate to know she's still alive in my save file but I just don't have the will to try again"
early_bird_catche449,Artist W
observant_hamburg303,They look fantastic!
Hugeknight,I don't like Elden ring but your paintings rock.
HClark86,"I don’t believe for a second that these are scenes from Elden ring.

If they were, they’d have “You died” embossed across the middle."
Hendrik239,nice painting bro but next time put your wife next to these with some cleavage for more upvotes
