author,comment
ClaytorYurnero,"Scav sight is just all over the place, earlier I killed a couple right at that spot then went prone in the bushes near white car to heal.  

An AI scav literally walked over me without realizing a thing until I got up and ADS'd at him."
The1stHorsemanX,It makes me so sad that engaging Scavs is so often a death sentence since concealment just doesn't exist and they have such pinpoint accuracy.
MrPsyy,Got one shooting me head/eye from Ruaf when I was in the bus on the bridge of Customs. Right.
rauke_,"He wouldve seen you before you went behind foliage, players will do the same."
rangermcclure,I just had 3 scavs walk up to me in woods but they didn't see me cause I was in a bush. Looks like bad luck
CommanderKertz,"They can also apparently mount the machine guns now, see, and smoke you through the second story of crack house in one burst"
Onlyeddifies,I was laying in a bush in the dark going through my inventory and two scavs flanked me from either side and they turned their flashlights on me and one shot me. I was making no noise and it was pitch black in a bush. Make it make sense
Gourds2theMoon,I so rarely kill a PMC cause I am shit. I finally got one on Shoreline and hauled ass to extract. I get there and get head eyes out of nowhere by a scav sitting in a bush. Its just not fun this way.
Key_Poetry4023,Sit
forestfrog79,"It's not a bug, it is a feature :D"
Obscured_Love,"The scavs also one shot me I have died more times to a scav then a player, They have pretty much aimbot, That i can't fight off."
Underlowhero,This
LQuizzy,Lucky bullet stray's happen in war my friend. He missed a handful before he got you. Nothing wrong here.
TurtleBilliam,This is good. The scab saw you and continues to spray into where he thought you might be. Going behind a bush doesn’t immediately mean someone wouldn’t shoot where they though you were. Outplayed
R0Y-BATTY,"This wipe seems so much fun, wish I was still playing."
Ovnii3,"What I find incredible, is that honestly, unironically fortnite has some better realism feats than tarkov"
hoo_rah,Tbf if I saw a player run into the bushes I would be doing exactly the same thing the scav was doing. Unfortunately only hard cover breaks LOS for Scavs. I had to learn that the hard way too :(
WhichSeaworthiness49,Pro tip: shoot at the direction the tracers come from
Caine_Pain333,Why not run to cover?
