author,comment
bomdia10,Tf did you guys thing they were all these years 😂
Noctis-_001,"Oh no, its gonna ask for a nintendo person 5 royal port"
lasvegashomo,Rightttt walking mushrooms
VagrantChrisX,"Jesus.....mind blown.....at 40 years old, I see it, can't unsee..."
Kazk2501,Wait what tf did you think they where?
KatiePyroStyle,"Lol what else would they have been? I thought it was common knowledge cuz mario eats mushrooms, from the mushroom kingdom etc yk?

Meh it's whatevs, happens to the best of us. Still curious what you thought it was tho"
Virtual-Park-3349,WTF did you think they were before?
Right-Ability4045,"No there little shits with legs

Alternatively penis tips with legs"
blakeoft,"They're actually chestnuts apparently. I was surprised to read this many years ago.

Edit: It seems they are mushrooms, but the misconception comes from the Japanese name roughly translating to chestnut. Either way, they get squashed no matter what."
SilentStrikerTH,Did you know Sonic is called that because he's super fast? Like super sonic speeds? Ikr smh my head
NOTSiIva,*insert break free persona joke here*
ItsChris1206,"Nah, they talking, walking cocks"
jross217,"Sir, thats a penis"
DeathByFrzrBurn,The bricks and blocks are the people of the mushroom kingdom also
alexpg12,Did you think it was a dick and balls before?
Jonahble,Aren’t they a type of nut? The reason why they are shaped the same as mushrooms in the first Super Mario Bros game is because the cartridge or something couldn’t handle a whole different sprite so they just recolored the mushroom. Same reason why the “goombas” in Super Mario World look nothing like the previous ones. New tech could handle it now but were decided to become their own thing instead.
KnifeyLovesYa,They're chocolate chips.
discotim,"Gomba is mushroom in Hungarian, likely other similar languages"
MathMaddox,38 years old here... Holy shit
added_chaos,This has to be a shitpost
RealKoletos,Mushroom yeah right ...
Poisechad,imo it looks like cock and balls but mushroom would be hilarious
Feisty-Crow-8204,"Since it seems to be a common misconception, Goombas aren’t nuts, they are specifically shiitake mushrooms. Tekashi Tezuka(co-designer or Mario) says in an interview that they aren’t chestnuts, but shiitake mushrooms.

https://iwataasks.nintendo.com/interviews/wii/nsmb/1/5/"
HandsomeGangar,Actually they’re supposed to be a certain kind of chestnut iirc
Fireproof_Cheese,"You really want to freak out? In the original SMB, clouds are just bushes colored white."
hyperakt1v,oh u dumb as shit u fucking idiot
air-buc-pirate,Htf did you not know?
MrFormarotica,You have got to be kidding me. This franchise has been around since you were a baby and you're just now realizing this?
Knight_Of_Stars,"They're actually chestnuts, but I do agree they look a lot mushrooma."
CloudyNeptune,"I’m genuinely curious as what you thought it was, and I hope it doesn’t rhyme with beanis"
PewaaLuvsInternet,No way 💀 I wasn’t even a sperm cell when this game was a thing and even I know that
,How did u not realize this (give me upvotes I need 100 lol)
AussieDMT,I'm a walking shroom!
Eva-01sNapkin,when i was little i called those the evil mushrooms and toads the good mushrooms
twiskt,……. Well I’ll be damned lmao
InternationalLow1159,Cool story bro
151Runnin,"Goombas are 100% going to have New York accents. 

But I want Jersey Shore..."
Fluffy-Caterpillar99,"""Mario said: roses are red violets are blue, hey goomba  FUCK you.""
-Dani"
mrb117,"They are not of the “groovy” kind, that’s why they are always mad"
tommrod,A few years ago I realized the Sims is calls Sims because it’s a simulation…
Feisty-Crow-8204,"More specifically, they were designed after shiitake mushrooms, hence why they are brown."
lightningredwood,And toads a toad stool lmaooooo
Potato-chan88,What did you think they were?
savagegardenbestband,that just blew my mind and i've been playing super mario bros games for over 30 years
murfi,"wait until you find out that toad is not a frog, but a humanoid mushroom"
Bloodsplatt,I also think you're stupid.
Mezmo300,Call me stupid but me too op
Neither-Craft1090,I'm also stupid. I didn't realize that they were named after bad mobster slang for henchmen.
Izlude,"When I was a child I thought they were little bird faces with feet, like their little stalks were the beak. (Super Mario bros 1, that is)"
Maronexid,mushrooms?     ^(oooooooooohhhh)
Powerful-Brother-791,To be fair I used to think they were potatos.
Turdsley,Wtf did you think they were?
rilano1204,...what did u think they were?
,"Hear me out:

What if every Goomba was once a regular mushroom, that got tired of watching its family get eaten by people, and one day decided to feast on human flesh?

Then they got really stoned, had an awakening, and are now seeking to get that feeling back?"
DweEbLez0,"What you think the game was about?

Plumbers hitting the pipes filled with psychedelic mushrooms."
,Can't believe I never realized *facepalm*
Junior_Beast,Wait I found out they are called as goombas :0 I literally called them mushrooms from start  but now I knew real name
DontTakeMeSeriousli,"Wait wtf, I thought Toad was a mushroom, If these are mushrooms wtf is toad!?!?!"
Milk_Mindless,Aww bless
112oceanave,I just thought they were their own species lol
Equal_Currency_9301, KEN CARSON !
Frankenfucker,"IIRC, back in the day I read that when Bowser Koopa invaded the Mushroom Kingdom with his Koopa Troopa Army, the citizens of the Mushroom Kingdom that opposed him were turned into Goombas. The Mushroom Retainers (Toad) were kinda like the resistance trying to help Mario. In essence, Bowser conscripted the people."
ColoursRock,You're going to lose your s*** when you realize that Koopa Troopas are actually walking tortoises.
revocer,"In the original SMB, it looks like goombas and mushrooms are the same sprite, with a different color schemes. The goombas just happen to have two+ frames instead of one."
CodyRyan86,I never knew that….
OokySpookums,Don't feel to bad. I only just yesterday realised The Beatles is a portmanteau.
Veqetable,💀💀💀
EurofighterLover,Me too
edgy_Juno,"I'm not even mad, I'm just disappointed."
dzikson69,they do look like dickheads
Evilworld12,Well let's just hope what those brick block used to be.
MayorMayhem3830,"You, my friend, have the IQ of a cucumber"
Pug_Life_126,I always thought they were dicks too
Kawko30,What did you think they are?
SunDance967,"It’s alright, my friend!"
Quiet-Entertainer-13,And “gomba” in Hungarian means mushroom
Starsimy,For me are walking glans
username_672,Yea that’s pretty stupid
Prestigious-Big6406,Kinda 40 years behind in that realization🫶
masakre13,"My family calls them ""nuggets"" lol"
SlipperySeaWing,Holy shit you're right
AWP_Ownz,What did you think they were? Dicks? Lol
dothecatepiller,"Wait, no. Is it really?"
Background-Idea-8389,Wtf? What did you think it was? A dick?
SpiderPidge,"TIL

Why did it take sooooooo long to realize this???"
RaveRavioli6,Woooowwwww it’s so obvious that they are mushrooms…..why did it take me until this post to make the click😩😩
South5," Next you will realise that in the zelda games you only play as link, not zelda…"
HerolegendIsTaken,Wait they are mushrooms?? I literally had no idea. I thought they were some weird creature.
the_alert,"So goombas are mushrooms, and Toad and friends are mushrooms….are goombas the developmentally disabled members of the same species that have been cast aside by toadstool society?"
Allthingsgaming27,What.
username_not_found0,What about the toadstools? I thought those were walking mushrooms
ledlover68,I was today yrs old when I found this out! Holy shit my mind is blown!🤯
Bambocea,looks more like a micropp
VigrosoSpark3,I’m stupid too then
Kingdaddy1004,And only 30+ years late!
FuzzeWuzze,"Hello i am a prince in Nigeria, i have been exiled from my home and am looking for help recovering my stolen wealth.  You seem like someone who is super smart and detail oriented, are you interested in helping?"
RedHawwk,"Yea I'm a bit confused about the lore then. So Peach rules the mushroom kingdom of loyal Toad citizens (who are mushrooms). But the Goomba enemy is also mushrooms, are these like insurrectionists?"
ZiggyBoy211,No goombas are GOOM-BAS its in the name
GAMICK13,"Hi stupid, I'm dad"
AgentUpright,Has anyone told you about Pokémon?
Brilhasti1,Have you noticed the turtle guys yet?
Tall-Gap-4830,thought there were butt plugs-
Malnurtured_Snay,"Oh thank god, all this time I thought they were really short penises."
unskilledplay,"Wait until you learn that ""goombah"" is a derogatory term for Italians. If this game was made today, they would be forced to pick a different name. My guess is that they would go with ""choad"""
migthylord,Mini cocks
rancidberry,They are actually chestnuts
Mufffiee,I always thought they were bootleg toads that got mutated wrong 😅
LordBrain391,There is no way in HELL
ParmAxolotl,"When I was a kid, I always just called them mushrooms. And I called Fire Mario ""spitting power""."
Soviet_Beer,Are you legally blind?
Tha_Watcher,">Goombas are walking Mushrooms

*That's Racist!* 😏"
Initial_Welcome9052,"DAMN, I went 30 years without realizing that 😲"
phonartics,it’s okay. easy to mistake them for walking dildos
SwervinWest,Yup. Stupid.
seansy5000,Cremeanies
BarnabyGameOut-,How did it take you this long
theletos99,TIL....... I'm stupid too
TritanicWolf,They are walking mushrooms?
NOMOREPARTIESINNY,Fuck
Pastryblonder,One of these realisations for me was realising that Will.i.am's name was because it spells William
Prototype_023,"Goombas are named after the Hungarian word for mushroom, which is gomba"
Chawypie,How? How.
alundaio,You think that's bad it took me decades to realize the P-wing was an icon of a wing and not of a big foam finger.
fart_Jr,"Ever since my then 5 year old called them ""Poops"" it's been my unofficial head-canon."
MoonKnighy,WOOOOOW I just caught this too after so many years of jumping on them.  Well you know Bullet Bills are bullets lol
musyio,"I'll be honest , growing up I call goombas ""cendawan"" my language for mushrooms up until I entered college where I then learned their true / real names."
DeathBefallsYou,When I was a kid I always called them Potato Heads.
swaghetti__yolonaise,WHAT
McManGuy,Aren't they [chestnuts](https://www.mariowiki.com/Prickly_Goomba)?
slavicman123,How old are you kid?
SnooAvocados2177,C o k
IFoxTrott29,I never questioned this. I just thought they were their own species. Goombas.
Elite_Dog9898,He looks like he’s made of plastic
ssuuh,"Just to be clear: my little cute goomba is NOT a mushroom!

He never was and never will be. He is a goomba!"
OrganizationLower611,So... What did you think they were exactly? Phallus shaped bad guys?
FreezingSausage,"A friend of mine didnt realize that mario said ""Its-a me, Mario"" until until 3 years ago. He is 33 and has played mario for 25 years. He thought he said ""Superni, Mario"""
fawksapostle,"Hi Stupid, I’m dad."
TwEE-N-Toast,They're disenfranchised members of the Mushroom Kingdom. Makes you wonder how poorly they were treated in Society for them to join up with Koopa's revolution.
Skypirate90,"Then wait what about toadstools and the Toads? arent they also mushrooms?

&#x200B;

Is mario racist?"
Catbus666,Yeah you are stupid
AlysRose_FFXIV,Wtf? Omg yes!
Lolleos,Yes. Both.
rustyjus,I thought they were poops
ZLEAP,"Walking ""mushrooms"""
