author,comment
Whatever4M,Bro Netero died to an ant
iSage,Why is this literally only example from Anime though?
ImJustHereToWatch_,Is that Joe Rogan selling a beard to Saitama?
SussyBox,I know them all :)
GameTheLostYou,Where is Armstrong?!?!?
VarianWrynn2018,Notably Kratos is the only western character depicted.
rajatsingh24k,First thought: Master Splinter should be in there. Next thought: did he have abs?
Spacial_Epithet,Don't like the Heihachi lol he looks too nice
Successful_Rice7988,You forgot king bumi
garrettj100,"This is some bullshit.  You include Saitama but you can't be bothered to include Bang?

[Oh, wait...](https://static.wikia.nocookie.net/onepunchman/images/d/d7/Bang%27s_body.jpg/revision/latest?cb=20200316021718)"
OkBaker4812,Doesnt Whitebeard have a head of hair? He has blonde hair.
RedShujin,"Don't want to start a war here, but... who's the strongest among those five??"
iwashmydickdaily,For Kratos it’s not “godlike” it’s literally gods powers
True_Existance,But Kratos isn't an anime character
Present_Structure_67,Kratos had goatee since the first game though.
Xederam,... Brad Armstrong?
GuyNekologist,Where's the Third Hokage? He may be a terrible hokage but his fight vs the first two simply badass.
Helmnauger,Warms my heart to see old man Yamamoto there.
klaq,"master roshi, one piece guy, guy from bleach, guy from HxH, Heihachi from Tekkan.  

boom nailed it."
Wertical93,"Great to see Yamamoto there, what a badass he was ❤️"
JediQuixote-,Forgot King Bumi!
TheSoftwareNerd,THE ONE PIECE
thatguy16754,One punch man isn’t old
flamingbuts,Where Johnny sins
XFelipe51355,Whitebeard is'nt bald
Ansh339,Where is the Family man Vin Diesel
,[deleted]
monkeydace,Hopefully he doesn’t end up like the majority of those old dudes lol.
Fall3nd3athstar,I love the saitama in the back 😂😂
drFink222,Mr. Clean?
HORRORSHOWDISCO,Needs more Max Payne
HDI-X13, Heh
JMace,Who's the big guy with the chest tattoo on the top right?
parttimeindian,Wat is my plumber doing there??  o_O
cerberus_lmoa,kirby?
PhilosophicWax,I hope to join it some day
someone_in_the_rye,I love Saitama
chicagotim1,I...only recognize Kratos and Master Roshi.
Donkishin,"Sorry, Kratos, you need to die 1st to join...oh wait you have? Carry on!"
TrasheyeQT,Steroids does that to u hehe
Undying4n42k1,[*Jinpachi has joined the chat*](https://wallpapercave.com/wp/wp8707607.jpg)
Dyslexic_Dog25,"Heihachi: ""am I a joke to you?!"""
Luc4_Blight,Heihachi Mishima should be there
biggreasyrhinos,https://youtu.be/CUECWup_C1k
cipher-taker,Where's Pops?
robogo,Where the hell is Heihachi Mishima?
DragIzayoi,Where's Godfrey? :(
megasean3000,Badass old men in anime are always to be feared.
Scretzy,Lmao saitama in the back getting a beard from the beard stand is a nice touch
The84thWolf,"“Oh, wait guys, his hair isn’t white with age yet. Come back in a year brother"
PhoenixJaeger,"Well, he is technically a god"
HighNPV,Saitama is 25/26. Should send Silverfang an invite tho.
MasterNyx,"Jiji from Ichi the Killer was super ripped, IIRC"
BriefZookeepergame80,Lmao Saitama
