beta	mlge	ge	mlemd	emd	mlgft	gft	mlcount	count
0.2781295841737701	0.15972135175247024	0.10443860956690056	1.8615473939280087	0.928043000000002	4.092045079756709	5.01496744024315	148	55
0.2715609489318277	0.15540771583254107	0.12144071516447705	1.9503674910300226	1.117284	3.8772104730490726	4.687150806248712	154	57
0.21502206411194918	0.1406114836137164	0.11376369876704033	1.6375357443300098	0.9520610000000004	2.2277301072007294	3.8190088806266664	138	55
0.18597197378785063	0.17618781689747975	0.11920046092545718	1.9561214884440126	1.0492429999999997	2.3235282861909754	5.016576149732778	111	52
0.3360128151055737	0.1799996599820288	0.13014880213946683	2.115988611984013	1.1116500000000022	6.101690247720461	5.329349508217106	179	58
0.24291969643326744	0.15031191214034706	0.1132522134038999	1.745901586932011	0.9546370000000003	3.739913801171998	4.897995404394887	145	59
0.2594136719240602	0.15379122154751718	0.09412076717841575	1.7782075902540166	0.8800000000000011	4.366615111040644	4.326068865278043	133	54
0.3018344566575123	0.14128962953642735	0.10238327965252647	1.8548446878420157	1.061611	3.417781520917096	3.6196059726064753	166	59
0.2708689641206604	0.17471770874104228	0.12224172013723288	1.9028054780820223	1.0404836639880022	4.276150131184282	5.451271074687879	147	55
0.15358262934213154	0.18412867737455027	0.16466373374576257	2.0891920000000086	1.2439390081410013	5.264643308397622	8.047435410773303	88	41
0.241650605200334	0.1414508913404683	0.10788857423284023	1.701574576674026	0.9604750000000034	3.2222340841353514	5.32499088134349	138	54
0.12696382542651052	0.1423047283703229	0.09985352422423205	1.4925520000000032	0.8350485062010006	4.051283845964089	3.4946021902735454	71	38
0.11948752747810501	0.17526123852143088	0.10978755474808877	1.6886272474440043	0.903666	2.149587138992309	3.676449855720495	71	40
0.3069890130123526	0.15398042685207455	0.11934890229632658	1.7522763071460112	1.0428225739800012	3.1862498736142713	5.904197507501581	175	56
0.30562908427480506	0.16931968225035648	0.10177403204109352	1.8438762011040144	0.8939570000000009	3.300548272456267	3.4728964126295727	144	58
0.1946718062444731	0.13337998107850485	0.10525841883462216	1.6008186151560098	0.8932640000000008	3.041868377178403	3.6666313539134467	116	48
0.2332371010468286	0.14001801924150487	0.1215428644167592	1.7410036563660194	0.9883520000000031	2.3733848909077273	5.669712469088761	131	56
0.22551248105286104	0.1465185031928378	0.12193504231409327	1.8356326284660158	1.0563770000000003	3.974044109747377	10.06989605170452	131	54
0.230828233511505	0.13312837186633306	0.11358761136062247	1.6967946403920176	0.9907275493290014	2.522100322153359	4.032715923975856	124	50
0.24638681025489878	0.13449400620844504	0.1101730958602315	1.685047561218012	0.9780085611900007	4.26974265695449	7.651606982633634	134	53
0.3652798047061815	0.14089010523501608	0.12703452516241692	1.8147934943100146	1.020480000000001	4.100775783398113	6.84469903055176	177	59
0.23992898171412108	0.13947336847571487	0.11748940165296967	1.7537106260760336	0.9865400000000022	3.1396669304074005	5.395128086099512	164	60
0.3133320921855252	0.15262482827030852	0.11750813594322884	1.8440313613680126	0.9776370000000022	4.294155827039401	4.9684061190257625	170	60
0.2996724349192227	0.1624205552889532	0.12116990410623642	1.9047564247560251	1.0288310000000038	4.360492991750039	6.4860612354042315	154	58
0.30511566861796935	0.1555353493858098	0.10903525648010942	1.899246602166003	1.0722350000000005	3.1323890488528687	4.284487554648	156	57
0.23853214705112977	0.1239424978467888	0.08572767366264802	1.5439169083020086	0.8568390000000011	3.225002538967435	3.9900212548584006	136	55
0.24740468816626987	0.13364891092231815	0.09458059883889955	1.6385248076400107	0.9079240000000025	3.2823382695215724	4.362794225946896	142	53
0.295761656339877	0.20217395272364552	0.15071214124284324	2.2571486801940166	1.243342000000001	6.843585383921286	6.38185497422774	159	59
0.21391742406504533	0.12332562677723587	0.08920178649397847	1.4878382650680069	0.8866240000000022	3.585729657910452	3.5838786132921587	117	52
0.18789878495119178	0.13968360229389823	0.10517725848789447	1.7234399545740067	0.9321540000000018	2.136818948513133	2.6694376866283633	110	53
0.38610618175473227	0.1601241450691719	0.09206144736096533	1.7638836251100187	0.9326560000000005	2.3926368976596923	3.726562434631812	187	59
0.2446771572729166	0.15399167195116684	0.11576084887128468	1.8181904049240185	0.9821774176230004	3.924735246987911	3.4786135159468237	130	53
0.3859767787262665	0.1378557189582227	0.14336192204948284	1.8417923488080115	1.1682850000000005	2.112237047271184	5.074546115439466	186	61
0.2868935923032307	0.12939302925458515	0.09870042098156007	1.5933327143700113	0.883239	3.501967081340692	4.137189477499934	148	55
0.22666350802870755	0.14773927200402306	0.14132183097605203	1.8680640000000124	1.2675828180570003	3.722165411029644	6.525097104056094	103	44
0.3355995037097873	0.1965047025543611	0.15771238714054372	2.1550802794920236	1.219320000000001	2.9272774193819195	6.507884353345937	168	56
0.21712947153669065	0.13972065087733845	0.10872149035422733	1.6065918220980133	0.8910274556160022	4.256958182164293	4.287498893510932	114	49
0.25915098599454023	0.16558765175904872	0.12197994622307969	2.026365317436014	1.082348000000001	3.0292544878040397	5.347337883231067	147	57
0.2052878818495741	0.12889877203239977	0.0932377582489986	1.6670974440480155	0.8976080000000013	2.609845813863251	5.000062648750856	130	59
0.24597727697681682	0.17479988860114332	0.1316861790564885	2.0022726379020197	1.1413440000000035	3.4631041832029803	5.091635930493218	139	58
0.25412450435189365	0.1306357814092662	0.10202618450876981	1.7314886526660058	0.9264050000000023	3.161600564592115	3.9732180628590865	135	56
0.26079887452370243	0.1466589880629948	0.11671375427701901	1.8478904249160122	1.0229270000000008	2.9015874167157016	4.401718022844557	145	55
0.36218267030916584	0.15639884969212883	0.12497643343541887	1.9554304536000173	1.0715680000000005	4.473638544889921	6.0934039425372655	188	59
0.2514359554842403	0.19338593762064477	0.146998692667089	2.0804736351540156	1.1781440000000016	2.21093395643581	3.3398379470905355	154	59
0.22364103700210758	0.15353301008953235	0.10412657940269435	1.7584248317640119	0.9351810000000012	3.70216847110114	4.60140409356254	130	56
0.24909713516326643	0.14427661880034706	0.11126031907560549	1.7657955616620173	1.0370120000000012	2.6836287018942264	4.421947640630655	138	57
0.21742334359592394	0.17730029708667994	0.13281159909245333	1.8890043805620051	1.0683140000000022	3.8684031371667174	5.590788734688459	108	47
0.252531958640329	0.1569210439532846	0.13083533283743504	1.9461415322220166	1.071875000000001	3.2942944088260817	6.673336330041325	134	55
0.3500986455446048	0.1607326632324501	0.10609589735876804	1.8267354404340104	0.9356280000000033	3.8207112440309112	5.024664124259191	177	59
0.28872085231035094	0.16449450085131548	0.11271209346022834	1.7947935952080183	1.0444620000000022	2.827072088304435	2.8475083418539535	168	59
0.279752659365916	0.1342931742804305	0.10738181448255407	1.6864416383760168	0.944468	2.2631164790962917	4.6718305895851335	163	59
0.2139792022728053	0.16592986057445638	0.11434195905878211	1.8545065558320106	0.9640700000000022	4.9107374324502056	4.744321840471389	139	56
0.3536292225282636	0.12793139095823836	0.11389475023254418	1.7886196476300167	1.0215010000000018	2.6509400767994116	5.1602111905447705	165	60
0.26951938889268107	0.1619607324038162	0.10286522896567526	1.9472234087940141	1.001646000000001	3.048297554533301	3.3820294139303697	151	54
0.2047728757025743	0.16027766841906976	0.11588136702066867	1.8248555401560014	1.0297660000000015	3.841290539725939	3.9870843730086327	120	53
0.22862357077214365	0.1535226782403188	0.12247134298586768	1.8048040000000134	1.1137020000000009	2.6687764530925304	3.802226062194343	104	47
0.21746529244986507	0.18553833041601683	0.13605554581398985	1.8777084193920124	1.0689530000000005	4.360197331225912	4.204944305949529	129	52
0.20564297815598961	0.16419564436135742	0.10586358388173084	1.788901465914014	0.8826550000000009	4.662405778487328	4.676928437868212	101	42
0.23104904897803535	0.1375687475064304	0.09812787575884081	1.635627510528015	0.8812840000000023	2.4998020121055506	3.7585852673246616	112	52
0.2357456386348337	0.13756176374764403	0.09222773833271221	1.6404737790600241	0.8598530000000002	2.597101653946796	3.1857433715888326	136	54
0.24107833868340622	0.12745942202700172	0.09724342058112709	1.6103565888360087	0.8610820000000032	2.4733970034096457	4.754586577765649	149	55
0.289540580173903	0.19435894554006114	0.16272015375453597	2.242488808890017	1.276340000000001	3.244281658377354	6.174727068621035	153	57
0.1935592062438607	0.13778025792162407	0.10614493814920266	1.6361998678920107	0.9368320000000008	3.1914661219455684	5.050141199953935	99	49
0.30246753504787793	0.13952098930438916	0.10782323342789461	1.7358530000000154	0.9487140000000012	2.090817634594664	3.1851406787134517	160	58
0.2662975245604454	0.16327987166549673	0.12368410299669856	1.822602710310014	1.0524870000000013	4.551587479980556	8.347570809306571	139	53
0.18532384312414635	0.16072680488419355	0.09043392380030597	1.7511504219	0.7631040000000011	3.424814233158538	4.655840486790225	103	46
0.27834395368551035	0.17902335375966094	0.13573328416362132	1.8819656614200149	1.1544130000000017	3.407995509583098	4.22650814419535	159	58
0.20582854761931826	0.12461987326435524	0.10146899734067726	1.68521060658601	0.9753750000000004	3.5980707562296352	3.881054330527791	130	54
0.3025802733518412	0.18189763080889945	0.11667254619008834	1.8963282595620141	1.0533530000000004	2.439764179009612	3.075391970914587	172	57
0.22628907987419847	0.19954549460053178	0.15086099866352745	2.112371016696005	1.144564000000001	5.006427861572182	7.828184370684565	132	54
0.25329667176711074	0.16274345027321066	0.14583536825990417	1.9327034734860125	1.2010200000000009	2.8277487626836306	4.353206260491904	146	58
0.16502084005514078	0.13222486138780853	0.0929945670739173	1.6762215485820016	0.8802630000000004	3.652953805464191	3.4276809030329924	118	53
0.33701163532617834	0.14156083850948528	0.10308644010612536	1.840557493830032	1.004716000000001	3.1386691573814263	4.341752200088724	174	58
0.2209008819519146	0.15981197566782365	0.11616835056698521	1.830331661730021	1.0235900000000033	3.429059868867375	4.555887251339737	121	47
0.34837283444493033	0.16664641838621858	0.14867208018793168	1.9478402498400214	1.157843000000001	3.751789876888203	6.388887440962554	183	61
0.16791802029274827	0.20510789826282608	0.1439263603184194	2.0235034675320094	1.0638330000000011	3.148258795697919	6.465439424329325	99	47
0.33764691673912706	0.17039041797299392	0.11085978203751516	1.8276514945740243	1.0211390000000014	2.368472980242261	4.202128522471867	173	59
0.21213324609438883	0.13089273887822306	0.09674845661239254	1.6675728899220115	0.9448209999999998	3.2216470862371667	3.430278888410993	140	55
0.23795232026850469	0.14691365337938747	0.11090896411955582	1.7823410000000135	0.9380824481400001	4.007875772909939	5.014973712671275	125	51
0.23983521702532826	0.14999690176228886	0.11204615144576674	1.807175713578011	1.058851000000001	3.408790095340166	3.578814624996487	149	58
0.16408963401288967	0.14410284702328252	0.10259912394445675	1.7332146495000091	0.9251436150090007	3.0524452168174547	4.638619060663986	93	46
0.2985511081948084	0.1433638920416533	0.11881423323279425	1.6679385038220191	0.9805520000000015	3.4110713153693775	4.097990929836353	159	55
0.2123087461124538	0.1394155590541948	0.11144199730514204	1.6050435054360053	0.8751833996490018	3.2203638845793714	4.56166678531998	112	49
0.35819391911383114	0.15395154659912336	0.13007825859480793	1.7842854508920312	1.0396190000000012	3.429659930442807	4.487011681174392	172	60
0.21313573447327855	0.15716332603884087	0.1036794017739452	1.8066084395880133	0.919758	3.1410993819150166	3.721619774607194	121	52
0.24709176377290518	0.14461137686976333	0.1100128009715651	1.7265307116660173	0.9588970000000002	3.1205854821902226	4.059573669336789	130	56
0.3997285740681084	0.13527142313990087	0.09918996939223636	1.725072266886007	0.9144630000000032	3.52152096416075	3.980508895494195	190	60
0.21053025082989887	0.15848732843396418	0.10782455003217992	1.697701762938006	0.9885624865980019	2.9881451984958063	4.716091037770321	124	55
0.12151395265680795	0.1459027254599766	0.11037307155319682	1.7626393403700042	0.9577585017000014	4.438646323481881	4.9842905950416725	84	42
0.3265532084830921	0.13802015079768845	0.09617235804468476	1.7777777428080122	0.9550780000000011	3.066992666009536	4.07829834873477	174	60
0.2586838090400016	0.1378156893600254	0.11254120415101007	1.7109145264860162	0.9756449999999999	2.5969974056849217	3.5267897368793415	144	57
0.22902244455708737	0.14505448988349143	0.11343658722560648	1.7007323676480082	0.9819700000000031	3.14980881251448	4.396035395193917	149	56
0.28514488992289155	0.1513223871170018	0.11586412125334172	1.8412415454420001	1.032955	2.979642459168104	3.9966574276846396	163	59
0.2864891729869695	0.12772683223053677	0.10559414708566232	1.6142405542920142	0.9462670000000022	3.2613807039241935	4.5497268243223346	167	57
0.1607530250317737	0.16499968781359672	0.1084478728520353	1.789177752486007	0.957214	4.0758087822938665	4.209800945627946	77	42
0.30984029301647426	0.15964375178776455	0.12408932371029317	1.9393466187600024	1.0310810000000012	3.709754778599549	4.1329631688446415	150	54
0.3783608900300883	0.13965805449393953	0.12834791872788284	1.8467535650820113	1.147375000000002	2.403873338853552	4.333290634162667	176	59
0.27181564000303804	0.16194659407171463	0.13058791924742258	1.8621665568660004	1.076547000000001	5.003716556963875	6.646236594252204	147	58
0.22862075056102532	0.15973274888383363	0.12838419945505541	1.7877735620760224	1.058252	3.3020175922036614	4.681469601014947	144	57
0.2291196254749827	0.14884479712565796	0.11489943445345584	1.8935632304400043	1.0370570000000023	2.677887565378288	5.500391245886663	131	58
0.1882671467516689	0.17119083813801642	0.1158317447170167	1.9148394308460093	0.9880740000000016	4.238240623371998	3.920613299413068	89	45
0.23704944390892202	0.14610862064115282	0.10310385063262135	1.738710523818013	0.9242910000000011	2.87317748543317	3.4618503628241286	145	54
0.2962933282885021	0.16922892937662298	0.09936570855049025	1.8025980000000088	0.9336570000000046	1.8741720157770898	2.4669087708649595	148	56
0.12688295424536705	0.18266821731763572	0.15009784064664858	2.0220017015700074	1.3344310000000028	4.565059632313672	5.509955886600447	98	50
0.22921615587840205	0.15729367510013723	0.09353006524564461	1.7152380000000098	0.8809960000000031	3.983311499558246	3.534841310056724	127	58
0.24495553522973545	0.13721014875539375	0.10501672715616289	1.657949523774008	0.894647	4.031814647528066	8.173111904233837	125	57
0.2361518697775455	0.1668769235707305	0.10968777566655663	1.7391294516660172	0.9298900000000011	3.1019956276332135	4.619115245826841	136	57
0.29020458305736724	0.16081143298808612	0.14756436403943404	1.9962640237740126	1.2646260000000014	2.3722398920064474	3.2662377596825753	147	58
0.3239228534531162	0.18113772905968878	0.15233500672546907	2.0403504206760004	1.148989	4.653531283590227	5.907457135173285	168	57
0.28210131956241363	0.16308890036965193	0.12162149283908837	1.9324535478180145	1.152518000000001	3.595474406643872	5.738813846776397	145	58
0.20688552696379986	0.15378328163115945	0.1114315777915705	1.7257690000000094	0.9986746642050004	3.6765377041608205	6.262288836441264	117	52
0.3338856908084835	0.17017237818368844	0.14414011546396266	1.9842703900620182	1.24892	2.6395669983176484	4.95241457273372	185	61
0.36949905823618223	0.16458484522963115	0.13171293371162696	2.00570866158602	1.024311	3.373653784232042	6.58927453315297	181	58
0.30872004287471994	0.14187220197970843	0.12271568175055848	1.8689272772700152	1.124650000000001	2.5557792858842645	4.083472813189975	162	59
0.30789391198756916	0.1338300275653792	0.11646160516333157	1.7005347764100107	1.063250000000003	2.5365529223451575	3.124491405045051	162	58
0.19547743100741155	0.16431837400107696	0.10435881498080533	1.6917128227740155	0.815734	4.665770072276638	4.423570972199908	91	44
0.19268932397318558	0.13927927137904653	0.11355225025815108	1.6824208397160194	1.0082830000000023	3.926337576356535	4.700279767251766	113	51
0.21908197825721162	0.13478988937528147	0.11029950476427937	1.6952387266200142	0.9435240000000016	3.117655763055096	4.714145873036762	137	57
0.23200165831107494	0.15302285327747225	0.10962302664161222	1.7917634292180091	0.9861440000000042	4.248361286027379	5.079790839442047	130	56
0.26720289415323617	0.15800118842314403	0.11795715345246172	1.7724753511620082	0.9788240000000025	3.379495556682343	4.066187797482989	136	53
0.19593983475858595	0.16660421035759468	0.12295562446361456	1.8464153396340082	1.020786000000002	4.831223177317396	6.4176573766627225	130	51
0.2401231370521197	0.18333700996058452	0.1455111894459612	2.0308106771640246	1.1733036715680019	6.418229418289899	5.591647023435476	140	53
0.2520750544544416	0.1346438858783505	0.09781468323387905	1.645864596288001	0.8296540000000004	2.715309265438298	4.803810683111559	142	57
0.2558354787482342	0.1462306135025184	0.11685889759947238	1.7256533672820071	1.0158970000000018	3.6632065902396596	7.567623674734464	137	55
0.25577535781962885	0.17605602199718548	0.13127495195315364	1.9601488577580233	1.0958380000000034	4.820828350826041	4.156575483968104	134	53
0.380911832935826	0.1485779599486908	0.10866085743931095	1.8077586888720043	0.9929100000000015	5.176849617728102	4.980762603965151	190	59
